m=,50
n=,50
dx=,504.7113187538087,m
dy=,310.1360176192224,m
k,i,j,center_x_WebMercator,center_y_WebMercator,center_x_WGS84,center_y_WGS84
1241,25,41,-9544108.615498478,4608494.533509656,-85.73618642599087,38.2054834108513
1242,25,42,-9544108.615498478,4608184.397492036,-85.73618642599087,38.2032941461154
1243,25,43,-9544108.615498478,4607874.261474417,-85.73618642599087,38.20110481554245
1244,25,44,-9544108.615498478,4607564.125456798,-85.73618642599087,38.198915419133684
1245,25,45,-9544108.615498478,4607253.989439178,-85.73618642599087,38.19672595689031
1246,25,46,-9544108.615498478,4606943.85342156,-85.73618642599087,38.194536428813564
1247,25,47,-9544108.615498478,4606633.71740394,-85.73618642599087,38.19234683490464
1248,25,48,-9544108.615498478,4606323.581386321,-85.73618642599087,38.19015717516478
1249,25,49,-9544108.615498478,4606013.445368702,-85.73618642599087,38.18796744959518
1250,25,50,-9544108.615498478,4605703.309351083,-85.73618642599087,38.18577765819707
1251,26,1,-9543603.904179724,4620899.974214424,-85.73165252707383,38.29300000000001
1252,26,2,-9543603.904179724,4620589.838196805,-85.73165252707383,38.290813369738544
1253,26,3,-9543603.904179724,4620279.702179186,-85.73165252707383,38.288626673591715
1254,26,4,-9543603.904179724,4619969.566161566,-85.73165252707383,38.28643991156072
1255,26,5,-9543603.904179724,4619659.430143948,-85.73165252707383,38.28425308364677
1256,26,6,-9543603.904179724,4619349.294126328,-85.73165252707383,38.28206618985104
1257,26,7,-9543603.904179724,4619039.158108709,-85.73165252707383,38.27987923017476
1258,26,8,-9543603.904179724,4618729.02209109,-85.73165252707383,38.2776922046191
1259,26,9,-9543603.904179724,4618418.886073471,-85.73165252707383,38.275505113185304
1260,26,10,-9543603.904179724,4618108.750055851,-85.73165252707383,38.273317955874546
1261,26,11,-9543603.904179724,4617798.614038232,-85.73165252707383,38.27113073268803
1262,26,12,-9543603.904179724,4617488.478020613,-85.73165252707383,38.26894344362697
1263,26,13,-9543603.904179724,4617178.342002993,-85.73165252707383,38.26675608869256
1264,26,14,-9543603.904179724,4616868.205985375,-85.73165252707383,38.26456866788602
1265,26,15,-9543603.904179724,4616558.069967755,-85.73165252707383,38.262381181208525
1266,26,16,-9543603.904179724,4616247.933950136,-85.73165252707383,38.26019362866132
1267,26,17,-9543603.904179724,4615937.797932517,-85.73165252707383,38.258006010245566
1268,26,18,-9543603.904179724,4615627.661914897,-85.73165252707383,38.2558183259625
1269,26,19,-9543603.904179724,4615317.525897278,-85.73165252707383,38.253630575813325
1270,26,20,-9543603.904179724,4615007.389879659,-85.73165252707383,38.25144275979923
1271,26,21,-9543603.904179724,4614697.25386204,-85.73165252707383,38.24925487792145
1272,26,22,-9543603.904179724,4614387.1178444205,-85.73165252707383,38.24706693018117
1273,26,23,-9543603.904179724,4614076.981826802,-85.73165252707383,38.2448789165796
1274,26,24,-9543603.904179724,4613766.845809182,-85.73165252707383,38.24269083711796
1275,26,25,-9543603.904179724,4613456.709791563,-85.73165252707383,38.24050269179746
1276,26,26,-9543603.904179724,4613146.573773944,-85.73165252707383,38.23831448061929
1277,26,27,-9543603.904179724,4612836.437756324,-85.73165252707383,38.23612620358467
1278,26,28,-9543603.904179724,4612526.3017387055,-85.73165252707383,38.233937860694816
1279,26,29,-9543603.904179724,4612216.165721086,-85.73165252707383,38.23174945195093
1280,26,30,-9543603.904179724,4611906.029703467,-85.73165252707383,38.22956097735423
1281,26,31,-9543603.904179724,4611595.8936858475,-85.73165252707383,38.22737243690592
1282,26,32,-9543603.904179724,4611285.757668229,-85.73165252707383,38.22518383060722
1283,26,33,-9543603.904179724,4610975.621650609,-85.73165252707383,38.222995158459334
1284,26,34,-9543603.904179724,4610665.4856329905,-85.73165252707383,38.22080642046348
1285,26,35,-9543603.904179724,4610355.349615371,-85.73165252707383,38.21861761662087
1286,26,36,-9543603.904179724,4610045.213597751,-85.73165252707383,38.21642874693271
1287,26,37,-9543603.904179724,4609735.0775801325,-85.73165252707383,38.21423981140023
1288,26,38,-9543603.904179724,4609424.941562513,-85.73165252707383,38.212050810024635
1289,26,39,-9543603.904179724,4609114.805544894,-85.73165252707383,38.20986174280714
1290,26,40,-9543603.904179724,4608804.669527275,-85.73165252707383,38.207672609748954
1291,26,41,-9543603.904179724,4608494.533509656,-85.73165252707383,38.2054834108513
1292,26,42,-9543603.904179724,4608184.397492036,-85.73165252707383,38.2032941461154
1293,26,43,-9543603.904179724,4607874.261474417,-85.73165252707383,38.20110481554245
1294,26,44,-9543603.904179724,4607564.125456798,-85.73165252707383,38.198915419133684
1295,26,45,-9543603.904179724,4607253.989439178,-85.73165252707383,38.19672595689031
1296,26,46,-9543603.904179724,4606943.85342156,-85.73165252707383,38.194536428813564
1297,26,47,-9543603.904179724,4606633.71740394,-85.73165252707383,38.19234683490464
1298,26,48,-9543603.904179724,4606323.581386321,-85.73165252707383,38.19015717516478
1299,26,49,-9543603.904179724,4606013.445368702,-85.73165252707383,38.18796744959518
1300,26,50,-9543603.904179724,4605703.309351083,-85.73165252707383,38.18577765819707
1301,27,1,-9543099.19286097,4620899.974214424,-85.72711862815677,38.29300000000001
1302,27,2,-9543099.19286097,4620589.838196805,-85.72711862815677,38.290813369738544
1303,27,3,-9543099.19286097,4620279.702179186,-85.72711862815677,38.288626673591715
1304,27,4,-9543099.19286097,4619969.566161566,-85.72711862815677,38.28643991156072
1305,27,5,-9543099.19286097,4619659.430143948,-85.72711862815677,38.28425308364677
1306,27,6,-9543099.19286097,4619349.294126328,-85.72711862815677,38.28206618985104
1307,27,7,-9543099.19286097,4619039.158108709,-85.72711862815677,38.27987923017476
1308,27,8,-9543099.19286097,4618729.02209109,-85.72711862815677,38.2776922046191
1309,27,9,-9543099.19286097,4618418.886073471,-85.72711862815677,38.275505113185304
1310,27,10,-9543099.19286097,4618108.750055851,-85.72711862815677,38.273317955874546
1311,27,11,-9543099.19286097,4617798.614038232,-85.72711862815677,38.27113073268803
1312,27,12,-9543099.19286097,4617488.478020613,-85.72711862815677,38.26894344362697
1313,27,13,-9543099.19286097,4617178.342002993,-85.72711862815677,38.26675608869256
1314,27,14,-9543099.19286097,4616868.205985375,-85.72711862815677,38.26456866788602
1315,27,15,-9543099.19286097,4616558.069967755,-85.72711862815677,38.262381181208525
1316,27,16,-9543099.19286097,4616247.933950136,-85.72711862815677,38.26019362866132
1317,27,17,-9543099.19286097,4615937.797932517,-85.72711862815677,38.258006010245566
1318,27,18,-9543099.19286097,4615627.661914897,-85.72711862815677,38.2558183259625
1319,27,19,-9543099.19286097,4615317.525897278,-85.72711862815677,38.253630575813325
1320,27,20,-9543099.19286097,4615007.389879659,-85.72711862815677,38.25144275979923
1321,27,21,-9543099.19286097,4614697.25386204,-85.72711862815677,38.24925487792145
1322,27,22,-9543099.19286097,4614387.1178444205,-85.72711862815677,38.24706693018117
1323,27,23,-9543099.19286097,4614076.981826802,-85.72711862815677,38.2448789165796
1324,27,24,-9543099.19286097,4613766.845809182,-85.72711862815677,38.24269083711796
1325,27,25,-9543099.19286097,4613456.709791563,-85.72711862815677,38.24050269179746
1326,27,26,-9543099.19286097,4613146.573773944,-85.72711862815677,38.23831448061929
1327,27,27,-9543099.19286097,4612836.437756324,-85.72711862815677,38.23612620358467
1328,27,28,-9543099.19286097,4612526.3017387055,-85.72711862815677,38.233937860694816
1329,27,29,-9543099.19286097,4612216.165721086,-85.72711862815677,38.23174945195093
1330,27,30,-9543099.19286097,4611906.029703467,-85.72711862815677,38.22956097735423
1331,27,31,-9543099.19286097,4611595.8936858475,-85.72711862815677,38.22737243690592
1332,27,32,-9543099.19286097,4611285.757668229,-85.72711862815677,38.22518383060722
1333,27,33,-9543099.19286097,4610975.621650609,-85.72711862815677,38.222995158459334
1334,27,34,-9543099.19286097,4610665.4856329905,-85.72711862815677,38.22080642046348
1335,27,35,-9543099.19286097,4610355.349615371,-85.72711862815677,38.21861761662087
1336,27,36,-9543099.19286097,4610045.213597751,-85.72711862815677,38.21642874693271
1337,27,37,-9543099.19286097,4609735.0775801325,-85.72711862815677,38.21423981140023
1338,27,38,-9543099.19286097,4609424.941562513,-85.72711862815677,38.212050810024635
1339,27,39,-9543099.19286097,4609114.805544894,-85.72711862815677,38.20986174280714
1340,27,40,-9543099.19286097,4608804.669527275,-85.72711862815677,38.207672609748954
1341,27,41,-9543099.19286097,4608494.533509656,-85.72711862815677,38.2054834108513
1342,27,42,-9543099.19286097,4608184.397492036,-85.72711862815677,38.2032941461154
1343,27,43,-9543099.19286097,4607874.261474417,-85.72711862815677,38.20110481554245
1344,27,44,-9543099.19286097,4607564.125456798,-85.72711862815677,38.198915419133684
1345,27,45,-9543099.19286097,4607253.989439178,-85.72711862815677,38.19672595689031
1346,27,46,-9543099.19286097,4606943.85342156,-85.72711862815677,38.194536428813564
1347,27,47,-9543099.19286097,4606633.71740394,-85.72711862815677,38.19234683490464
1348,27,48,-9543099.19286097,4606323.581386321,-85.72711862815677,38.19015717516478
1349,27,49,-9543099.19286097,4606013.445368702,-85.72711862815677,38.18796744959518
1350,27,50,-9543099.19286097,4605703.309351083,-85.72711862815677,38.18577765819707
1351,28,1,-9542594.481542217,4620899.974214424,-85.72258472923973,38.29300000000001
1352,28,2,-9542594.481542217,4620589.838196805,-85.72258472923973,38.290813369738544
1353,28,3,-9542594.481542217,4620279.702179186,-85.72258472923973,38.288626673591715
1354,28,4,-9542594.481542217,4619969.566161566,-85.72258472923973,38.28643991156072
1355,28,5,-9542594.481542217,4619659.430143948,-85.72258472923973,38.28425308364677
1356,28,6,-9542594.481542217,4619349.294126328,-85.72258472923973,38.28206618985104
1357,28,7,-9542594.481542217,4619039.158108709,-85.72258472923973,38.27987923017476
1358,28,8,-9542594.481542217,4618729.02209109,-85.72258472923973,38.2776922046191
1359,28,9,-9542594.481542217,4618418.886073471,-85.72258472923973,38.275505113185304
1360,28,10,-9542594.481542217,4618108.750055851,-85.72258472923973,38.273317955874546
1361,28,11,-9542594.481542217,4617798.614038232,-85.72258472923973,38.27113073268803
1362,28,12,-9542594.481542217,4617488.478020613,-85.72258472923973,38.26894344362697
1363,28,13,-9542594.481542217,4617178.342002993,-85.72258472923973,38.26675608869256
1364,28,14,-9542594.481542217,4616868.205985375,-85.72258472923973,38.26456866788602
1365,28,15,-9542594.481542217,4616558.069967755,-85.72258472923973,38.262381181208525
1366,28,16,-9542594.481542217,4616247.933950136,-85.72258472923973,38.26019362866132
1367,28,17,-9542594.481542217,4615937.797932517,-85.72258472923973,38.258006010245566
1368,28,18,-9542594.481542217,4615627.661914897,-85.72258472923973,38.2558183259625
1369,28,19,-9542594.481542217,4615317.525897278,-85.72258472923973,38.253630575813325
1370,28,20,-9542594.481542217,4615007.389879659,-85.72258472923973,38.25144275979923
1371,28,21,-9542594.481542217,4614697.25386204,-85.72258472923973,38.24925487792145
1372,28,22,-9542594.481542217,4614387.1178444205,-85.72258472923973,38.24706693018117
1373,28,23,-9542594.481542217,4614076.981826802,-85.72258472923973,38.2448789165796
1374,28,24,-9542594.481542217,4613766.845809182,-85.72258472923973,38.24269083711796
1375,28,25,-9542594.481542217,4613456.709791563,-85.72258472923973,38.24050269179746
1376,28,26,-9542594.481542217,4613146.573773944,-85.72258472923973,38.23831448061929
1377,28,27,-9542594.481542217,4612836.437756324,-85.72258472923973,38.23612620358467
1378,28,28,-9542594.481542217,4612526.3017387055,-85.72258472923973,38.233937860694816
1379,28,29,-9542594.481542217,4612216.165721086,-85.72258472923973,38.23174945195093
1380,28,30,-9542594.481542217,4611906.029703467,-85.72258472923973,38.22956097735423
1381,28,31,-9542594.481542217,4611595.8936858475,-85.72258472923973,38.22737243690592
1382,28,32,-9542594.481542217,4611285.757668229,-85.72258472923973,38.22518383060722
1383,28,33,-9542594.481542217,4610975.621650609,-85.72258472923973,38.222995158459334
1384,28,34,-9542594.481542217,4610665.4856329905,-85.72258472923973,38.22080642046348
1385,28,35,-9542594.481542217,4610355.349615371,-85.72258472923973,38.21861761662087
1386,28,36,-9542594.481542217,4610045.213597751,-85.72258472923973,38.21642874693271
1387,28,37,-9542594.481542217,4609735.0775801325,-85.72258472923973,38.21423981140023
1388,28,38,-9542594.481542217,4609424.941562513,-85.72258472923973,38.212050810024635
1389,28,39,-9542594.481542217,4609114.805544894,-85.72258472923973,38.20986174280714
1390,28,40,-9542594.481542217,4608804.669527275,-85.72258472923973,38.207672609748954
1391,28,41,-9542594.481542217,4608494.533509656,-85.72258472923973,38.2054834108513
1392,28,42,-9542594.481542217,4608184.397492036,-85.72258472923973,38.2032941461154
1393,28,43,-9542594.481542217,4607874.261474417,-85.72258472923973,38.20110481554245
1394,28,44,-9542594.481542217,4607564.125456798,-85.72258472923973,38.198915419133684
1395,28,45,-9542594.481542217,4607253.989439178,-85.72258472923973,38.19672595689031
1396,28,46,-9542594.481542217,4606943.85342156,-85.72258472923973,38.194536428813564
1397,28,47,-9542594.481542217,4606633.71740394,-85.72258472923973,38.19234683490464
1398,28,48,-9542594.481542217,4606323.581386321,-85.72258472923973,38.19015717516478
1399,28,49,-9542594.481542217,4606013.445368702,-85.72258472923973,38.18796744959518
1400,28,50,-9542594.481542217,4605703.309351083,-85.72258472923973,38.18577765819707
1401,29,1,-9542089.770223463,4620899.974214424,-85.7180508303227,38.29300000000001
1402,29,2,-9542089.770223463,4620589.838196805,-85.7180508303227,38.290813369738544
1403,29,3,-9542089.770223463,4620279.702179186,-85.7180508303227,38.288626673591715
1404,29,4,-9542089.770223463,4619969.566161566,-85.7180508303227,38.28643991156072
1405,29,5,-9542089.770223463,4619659.430143948,-85.7180508303227,38.28425308364677
1406,29,6,-9542089.770223463,4619349.294126328,-85.7180508303227,38.28206618985104
1407,29,7,-9542089.770223463,4619039.158108709,-85.7180508303227,38.27987923017476
1408,29,8,-9542089.770223463,4618729.02209109,-85.7180508303227,38.2776922046191
1409,29,9,-9542089.770223463,4618418.886073471,-85.7180508303227,38.275505113185304
1410,29,10,-9542089.770223463,4618108.750055851,-85.7180508303227,38.273317955874546
1411,29,11,-9542089.770223463,4617798.614038232,-85.7180508303227,38.27113073268803
1412,29,12,-9542089.770223463,4617488.478020613,-85.7180508303227,38.26894344362697
1413,29,13,-9542089.770223463,4617178.342002993,-85.7180508303227,38.26675608869256
1414,29,14,-9542089.770223463,4616868.205985375,-85.7180508303227,38.26456866788602
1415,29,15,-9542089.770223463,4616558.069967755,-85.7180508303227,38.262381181208525
1416,29,16,-9542089.770223463,4616247.933950136,-85.7180508303227,38.26019362866132
1417,29,17,-9542089.770223463,4615937.797932517,-85.7180508303227,38.258006010245566
1418,29,18,-9542089.770223463,4615627.661914897,-85.7180508303227,38.2558183259625
1419,29,19,-9542089.770223463,4615317.525897278,-85.7180508303227,38.253630575813325
1420,29,20,-9542089.770223463,4615007.389879659,-85.7180508303227,38.25144275979923
1421,29,21,-9542089.770223463,4614697.25386204,-85.7180508303227,38.24925487792145
1422,29,22,-9542089.770223463,4614387.1178444205,-85.7180508303227,38.24706693018117
1423,29,23,-9542089.770223463,4614076.981826802,-85.7180508303227,38.2448789165796
1424,29,24,-9542089.770223463,4613766.845809182,-85.7180508303227,38.24269083711796
1425,29,25,-9542089.770223463,4613456.709791563,-85.7180508303227,38.24050269179746
1426,29,26,-9542089.770223463,4613146.573773944,-85.7180508303227,38.23831448061929
1427,29,27,-9542089.770223463,4612836.437756324,-85.7180508303227,38.23612620358467
1428,29,28,-9542089.770223463,4612526.3017387055,-85.7180508303227,38.233937860694816
1429,29,29,-9542089.770223463,4612216.165721086,-85.7180508303227,38.23174945195093
1430,29,30,-9542089.770223463,4611906.029703467,-85.7180508303227,38.22956097735423
1431,29,31,-9542089.770223463,4611595.8936858475,-85.7180508303227,38.22737243690592
1432,29,32,-9542089.770223463,4611285.757668229,-85.7180508303227,38.22518383060722
1433,29,33,-9542089.770223463,4610975.621650609,-85.7180508303227,38.222995158459334
1434,29,34,-9542089.770223463,4610665.4856329905,-85.7180508303227,38.22080642046348
1435,29,35,-9542089.770223463,4610355.349615371,-85.7180508303227,38.21861761662087
1436,29,36,-9542089.770223463,4610045.213597751,-85.7180508303227,38.21642874693271
1437,29,37,-9542089.770223463,4609735.0775801325,-85.7180508303227,38.21423981140023
1438,29,38,-9542089.770223463,4609424.941562513,-85.7180508303227,38.212050810024635
1439,29,39,-9542089.770223463,4609114.805544894,-85.7180508303227,38.20986174280714
1440,29,40,-9542089.770223463,4608804.669527275,-85.7180508303227,38.207672609748954
1441,29,41,-9542089.770223463,4608494.533509656,-85.7180508303227,38.2054834108513
1442,29,42,-9542089.770223463,4608184.397492036,-85.7180508303227,38.2032941461154
1443,29,43,-9542089.770223463,4607874.261474417,-85.7180508303227,38.20110481554245
1444,29,44,-9542089.770223463,4607564.125456798,-85.7180508303227,38.198915419133684
1445,29,45,-9542089.770223463,4607253.989439178,-85.7180508303227,38.19672595689031
1446,29,46,-9542089.770223463,4606943.85342156,-85.7180508303227,38.194536428813564
1447,29,47,-9542089.770223463,4606633.71740394,-85.7180508303227,38.19234683490464
1448,29,48,-9542089.770223463,4606323.581386321,-85.7180508303227,38.19015717516478
1449,29,49,-9542089.770223463,4606013.445368702,-85.7180508303227,38.18796744959518
1450,29,50,-9542089.770223463,4605703.309351083,-85.7180508303227,38.18577765819707
1451,30,1,-9541585.05890471,4620899.974214424,-85.71351693140564,38.29300000000001
1452,30,2,-9541585.05890471,4620589.838196805,-85.71351693140564,38.290813369738544
1453,30,3,-9541585.05890471,4620279.702179186,-85.71351693140564,38.288626673591715
1454,30,4,-9541585.05890471,4619969.566161566,-85.71351693140564,38.28643991156072
1455,30,5,-9541585.05890471,4619659.430143948,-85.71351693140564,38.28425308364677
1456,30,6,-9541585.05890471,4619349.294126328,-85.71351693140564,38.28206618985104
1457,30,7,-9541585.05890471,4619039.158108709,-85.71351693140564,38.27987923017476
1458,30,8,-9541585.05890471,4618729.02209109,-85.71351693140564,38.2776922046191
1459,30,9,-9541585.05890471,4618418.886073471,-85.71351693140564,38.275505113185304
1460,30,10,-9541585.05890471,4618108.750055851,-85.71351693140564,38.273317955874546
1461,30,11,-9541585.05890471,4617798.614038232,-85.71351693140564,38.27113073268803
1462,30,12,-9541585.05890471,4617488.478020613,-85.71351693140564,38.26894344362697
1463,30,13,-9541585.05890471,4617178.342002993,-85.71351693140564,38.26675608869256
1464,30,14,-9541585.05890471,4616868.205985375,-85.71351693140564,38.26456866788602
1465,30,15,-9541585.05890471,4616558.069967755,-85.71351693140564,38.262381181208525
1466,30,16,-9541585.05890471,4616247.933950136,-85.71351693140564,38.26019362866132
1467,30,17,-9541585.05890471,4615937.797932517,-85.71351693140564,38.258006010245566
1468,30,18,-9541585.05890471,4615627.661914897,-85.71351693140564,38.2558183259625
1469,30,19,-9541585.05890471,4615317.525897278,-85.71351693140564,38.253630575813325
1470,30,20,-9541585.05890471,4615007.389879659,-85.71351693140564,38.25144275979923
1471,30,21,-9541585.05890471,4614697.25386204,-85.71351693140564,38.24925487792145
1472,30,22,-9541585.05890471,4614387.1178444205,-85.71351693140564,38.24706693018117
1473,30,23,-9541585.05890471,4614076.981826802,-85.71351693140564,38.2448789165796
1474,30,24,-9541585.05890471,4613766.845809182,-85.71351693140564,38.24269083711796
1475,30,25,-9541585.05890471,4613456.709791563,-85.71351693140564,38.24050269179746
1476,30,26,-9541585.05890471,4613146.573773944,-85.71351693140564,38.23831448061929
1477,30,27,-9541585.05890471,4612836.437756324,-85.71351693140564,38.23612620358467
1478,30,28,-9541585.05890471,4612526.3017387055,-85.71351693140564,38.233937860694816
1479,30,29,-9541585.05890471,4612216.165721086,-85.71351693140564,38.23174945195093
1480,30,30,-9541585.05890471,4611906.029703467,-85.71351693140564,38.22956097735423
1481,30,31,-9541585.05890471,4611595.8936858475,-85.71351693140564,38.22737243690592
1482,30,32,-9541585.05890471,4611285.757668229,-85.71351693140564,38.22518383060722
1483,30,33,-9541585.05890471,4610975.621650609,-85.71351693140564,38.222995158459334
1484,30,34,-9541585.05890471,4610665.4856329905,-85.71351693140564,38.22080642046348
1485,30,35,-9541585.05890471,4610355.349615371,-85.71351693140564,38.21861761662087
1486,30,36,-9541585.05890471,4610045.213597751,-85.71351693140564,38.21642874693271
1487,30,37,-9541585.05890471,4609735.0775801325,-85.71351693140564,38.21423981140023
1488,30,38,-9541585.05890471,4609424.941562513,-85.71351693140564,38.212050810024635
1489,30,39,-9541585.05890471,4609114.805544894,-85.71351693140564,38.20986174280714
1490,30,40,-9541585.05890471,4608804.669527275,-85.71351693140564,38.207672609748954
1491,30,41,-9541585.05890471,4608494.533509656,-85.71351693140564,38.2054834108513
1492,30,42,-9541585.05890471,4608184.397492036,-85.71351693140564,38.2032941461154
1493,30,43,-9541585.05890471,4607874.261474417,-85.71351693140564,38.20110481554245
1494,30,44,-9541585.05890471,4607564.125456798,-85.71351693140564,38.198915419133684
1495,30,45,-9541585.05890471,4607253.989439178,-85.71351693140564,38.19672595689031
1496,30,46,-9541585.05890471,4606943.85342156,-85.71351693140564,38.194536428813564
1497,30,47,-9541585.05890471,4606633.71740394,-85.71351693140564,38.19234683490464
1498,30,48,-9541585.05890471,4606323.581386321,-85.71351693140564,38.19015717516478
1499,30,49,-9541585.05890471,4606013.445368702,-85.71351693140564,38.18796744959518
1500,30,50,-9541585.05890471,4605703.309351083,-85.71351693140564,38.18577765819707
1501,31,1,-9541080.347585956,4620899.974214424,-85.7089830324886,38.29300000000001
1502,31,2,-9541080.347585956,4620589.838196805,-85.7089830324886,38.290813369738544
1503,31,3,-9541080.347585956,4620279.702179186,-85.7089830324886,38.288626673591715
1504,31,4,-9541080.347585956,4619969.566161566,-85.7089830324886,38.28643991156072
1505,31,5,-9541080.347585956,4619659.430143948,-85.7089830324886,38.28425308364677
1506,31,6,-9541080.347585956,4619349.294126328,-85.7089830324886,38.28206618985104
1507,31,7,-9541080.347585956,4619039.158108709,-85.7089830324886,38.27987923017476
1508,31,8,-9541080.347585956,4618729.02209109,-85.7089830324886,38.2776922046191
1509,31,9,-9541080.347585956,4618418.886073471,-85.7089830324886,38.275505113185304
1510,31,10,-9541080.347585956,4618108.750055851,-85.7089830324886,38.273317955874546
1511,31,11,-9541080.347585956,4617798.614038232,-85.7089830324886,38.27113073268803
1512,31,12,-9541080.347585956,4617488.478020613,-85.7089830324886,38.26894344362697
1513,31,13,-9541080.347585956,4617178.342002993,-85.7089830324886,38.26675608869256
1514,31,14,-9541080.347585956,4616868.205985375,-85.7089830324886,38.26456866788602
1515,31,15,-9541080.347585956,4616558.069967755,-85.7089830324886,38.262381181208525
1516,31,16,-9541080.347585956,4616247.933950136,-85.7089830324886,38.26019362866132
1517,31,17,-9541080.347585956,4615937.797932517,-85.7089830324886,38.258006010245566
1518,31,18,-9541080.347585956,4615627.661914897,-85.7089830324886,38.2558183259625
1519,31,19,-9541080.347585956,4615317.525897278,-85.7089830324886,38.253630575813325
1520,31,20,-9541080.347585956,4615007.389879659,-85.7089830324886,38.25144275979923
1521,31,21,-9541080.347585956,4614697.25386204,-85.7089830324886,38.24925487792145
1522,31,22,-9541080.347585956,4614387.1178444205,-85.7089830324886,38.24706693018117
1523,31,23,-9541080.347585956,4614076.981826802,-85.7089830324886,38.2448789165796
1524,31,24,-9541080.347585956,4613766.845809182,-85.7089830324886,38.24269083711796
1525,31,25,-9541080.347585956,4613456.709791563,-85.7089830324886,38.24050269179746
1526,31,26,-9541080.347585956,4613146.573773944,-85.7089830324886,38.23831448061929
1527,31,27,-9541080.347585956,4612836.437756324,-85.7089830324886,38.23612620358467
1528,31,28,-9541080.347585956,4612526.3017387055,-85.7089830324886,38.233937860694816
1529,31,29,-9541080.347585956,4612216.165721086,-85.7089830324886,38.23174945195093
1530,31,30,-9541080.347585956,4611906.029703467,-85.7089830324886,38.22956097735423
1531,31,31,-9541080.347585956,4611595.8936858475,-85.7089830324886,38.22737243690592
1532,31,32,-9541080.347585956,4611285.757668229,-85.7089830324886,38.22518383060722
1533,31,33,-9541080.347585956,4610975.621650609,-85.7089830324886,38.222995158459334
1534,31,34,-9541080.347585956,4610665.4856329905,-85.7089830324886,38.22080642046348
1535,31,35,-9541080.347585956,4610355.349615371,-85.7089830324886,38.21861761662087
1536,31,36,-9541080.347585956,4610045.213597751,-85.7089830324886,38.21642874693271
1537,31,37,-9541080.347585956,4609735.0775801325,-85.7089830324886,38.21423981140023
1538,31,38,-9541080.347585956,4609424.941562513,-85.7089830324886,38.212050810024635
1539,31,39,-9541080.347585956,4609114.805544894,-85.7089830324886,38.20986174280714
1540,31,40,-9541080.347585956,4608804.669527275,-85.7089830324886,38.207672609748954
1541,31,41,-9541080.347585956,4608494.533509656,-85.7089830324886,38.2054834108513
1542,31,42,-9541080.347585956,4608184.397492036,-85.7089830324886,38.2032941461154
1543,31,43,-9541080.347585956,4607874.261474417,-85.7089830324886,38.20110481554245
1544,31,44,-9541080.347585956,4607564.125456798,-85.7089830324886,38.198915419133684
1545,31,45,-9541080.347585956,4607253.989439178,-85.7089830324886,38.19672595689031
1546,31,46,-9541080.347585956,4606943.85342156,-85.7089830324886,38.194536428813564
1547,31,47,-9541080.347585956,4606633.71740394,-85.7089830324886,38.19234683490464
1548,31,48,-9541080.347585956,4606323.581386321,-85.7089830324886,38.19015717516478
1549,31,49,-9541080.347585956,4606013.445368702,-85.7089830324886,38.18796744959518
1550,31,50,-9541080.347585956,4605703.309351083,-85.7089830324886,38.18577765819707
1551,32,1,-9540575.636267202,4620899.974214424,-85.70444913357154,38.29300000000001
1552,32,2,-9540575.636267202,4620589.838196805,-85.70444913357154,38.290813369738544
1553,32,3,-9540575.636267202,4620279.702179186,-85.70444913357154,38.288626673591715
1554,32,4,-9540575.636267202,4619969.566161566,-85.70444913357154,38.28643991156072
1555,32,5,-9540575.636267202,4619659.430143948,-85.70444913357154,38.28425308364677
1556,32,6,-9540575.636267202,4619349.294126328,-85.70444913357154,38.28206618985104
1557,32,7,-9540575.636267202,4619039.158108709,-85.70444913357154,38.27987923017476
1558,32,8,-9540575.636267202,4618729.02209109,-85.70444913357154,38.2776922046191
1559,32,9,-9540575.636267202,4618418.886073471,-85.70444913357154,38.275505113185304
1560,32,10,-9540575.636267202,4618108.750055851,-85.70444913357154,38.273317955874546
1561,32,11,-9540575.636267202,4617798.614038232,-85.70444913357154,38.27113073268803
1562,32,12,-9540575.636267202,4617488.478020613,-85.70444913357154,38.26894344362697
1563,32,13,-9540575.636267202,4617178.342002993,-85.70444913357154,38.26675608869256
1564,32,14,-9540575.636267202,4616868.205985375,-85.70444913357154,38.26456866788602
1565,32,15,-9540575.636267202,4616558.069967755,-85.70444913357154,38.262381181208525
1566,32,16,-9540575.636267202,4616247.933950136,-85.70444913357154,38.26019362866132
1567,32,17,-9540575.636267202,4615937.797932517,-85.70444913357154,38.258006010245566
1568,32,18,-9540575.636267202,4615627.661914897,-85.70444913357154,38.2558183259625
1569,32,19,-9540575.636267202,4615317.525897278,-85.70444913357154,38.253630575813325
1570,32,20,-9540575.636267202,4615007.389879659,-85.70444913357154,38.25144275979923
1571,32,21,-9540575.636267202,4614697.25386204,-85.70444913357154,38.24925487792145
1572,32,22,-9540575.636267202,4614387.1178444205,-85.70444913357154,38.24706693018117
1573,32,23,-9540575.636267202,4614076.981826802,-85.70444913357154,38.2448789165796
1574,32,24,-9540575.636267202,4613766.845809182,-85.70444913357154,38.24269083711796
1575,32,25,-9540575.636267202,4613456.709791563,-85.70444913357154,38.24050269179746
1576,32,26,-9540575.636267202,4613146.573773944,-85.70444913357154,38.23831448061929
1577,32,27,-9540575.636267202,4612836.437756324,-85.70444913357154,38.23612620358467
1578,32,28,-9540575.636267202,4612526.3017387055,-85.70444913357154,38.233937860694816
